,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
1,ATL,Atlanta Hawks,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,"6    M. Budenholzer (48-34)
Name: Coaches, dtype: object","6    48
Name: W, dtype: int64-6    34
Name: L, dtype: int64","Atlanta, Georgia",47,1
2,BKN,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,"6    L. Hollins (10-27), T. Brown (11-34)
Name: Coaches, dtype: object","6    21
Name: W, dtype: int64-6    61
Name: L, dtype: int64","Brooklyn, New York","29
  
    (22 NBA & 7 ABA)",2
3,BOS,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"6    B. Stevens (48-34)
Name: Coaches, dtype: object","6    48
Name: W, dtype: int64-6    34
Name: L, dtype: int64","Boston, Massachusetts",58,1
4,CHA,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,"6    S. Clifford (48-34)
Name: Coaches, dtype: object","6    48
Name: W, dtype: int64-6    34
Name: L, dtype: int64","Charlotte, North Carolina",10,0
5,CHI,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"6    F. Hoiberg (42-40)
Name: Coaches, dtype: object","6    42
Name: W, dtype: int64-6    40
Name: L, dtype: int64","Chicago, Illinois",35,6
6,CLE,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"6    D. Blatt (30-11), T. Lue (27-14)
Name: Coaches, dtype: object","6    57
Name: W, dtype: int64-6    25
Name: L, dtype: int64","Cleveland, Ohio",22,1
7,DAL,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"6    R. Carlisle (42-40)
Name: Coaches, dtype: object","6    42
Name: W, dtype: int64-6    40
Name: L, dtype: int64","Dallas, Texas",23,1
8,DEN,Denver Nuggets,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,"6    M. Malone (33-49)
Name: Coaches, dtype: object","6    33
Name: W, dtype: int64-6    49
Name: L, dtype: int64","Denver, Colorado","36
  
    (27 NBA & 9 ABA)",0
9,DET,Detroit Pistons,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,"6    S. Van Gundy (44-38)
Name: Coaches, dtype: object","6    44
Name: W, dtype: int64-6    38
Name: L, dtype: int64","Detroit, Michigan",42,3
10,GSW,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"6    S. Kerr (73-9)
Name: Coaches, dtype: object","6    73
Name: W, dtype: int64-6    9
Name: L, dtype: int64","San Francisco, California",35,6
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"6    K. McHale (4-7), J. Bickerstaff (37-34)
Name: Coaches, dtype: object","6    41
Name: W, dtype: int64-6    41
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"6    F. Vogel (45-37)
Name: Coaches, dtype: object","6    45
Name: W, dtype: int64-6    37
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"6    D. Rivers (53-29)
Name: Coaches, dtype: object","6    53
Name: W, dtype: int64-6    29
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"6    B. Scott (17-65)
Name: Coaches, dtype: object","6    17
Name: W, dtype: int64-6    65
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"6    D. Joerger (42-40)
Name: Coaches, dtype: object","6    42
Name: W, dtype: int64-6    40
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"6    E. Spoelstra (48-34)
Name: Coaches, dtype: object","6    48
Name: W, dtype: int64-6    34
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"6    J. Kidd (33-49)
Name: Coaches, dtype: object","6    33
Name: W, dtype: int64-6    49
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"6    S. Mitchell (29-53)
Name: Coaches, dtype: object","6    29
Name: W, dtype: int64-6    53
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"6    A. Gentry (30-52)
Name: Coaches, dtype: object","6    30
Name: W, dtype: int64-6    52
Name: L, dtype: int64","New Orleans, Louisiana",7,0
