,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
1,ATL,Atlanta Hawks,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,"7    M. Budenholzer (60-22)
Name: Coaches, dtype: object","7    60
Name: W, dtype: int64-7    22
Name: L, dtype: int64","Atlanta, Georgia",47,1
2,BKN,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,"7    L. Hollins (38-44)
Name: Coaches, dtype: object","7    38
Name: W, dtype: int64-7    44
Name: L, dtype: int64","Brooklyn, New York","29
  
    (22 NBA & 7 ABA)",2
3,BOS,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"7    B. Stevens (40-42)
Name: Coaches, dtype: object","7    40
Name: W, dtype: int64-7    42
Name: L, dtype: int64","Boston, Massachusetts",58,1
4,CHA,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,"7    S. Clifford (33-49)
Name: Coaches, dtype: object","7    33
Name: W, dtype: int64-7    49
Name: L, dtype: int64","Charlotte, North Carolina",10,0
5,CHI,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"7    T. Thibodeau (50-32)
Name: Coaches, dtype: object","7    50
Name: W, dtype: int64-7    32
Name: L, dtype: int64","Chicago, Illinois",35,6
6,CLE,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"7    D. Blatt (53-29)
Name: Coaches, dtype: object","7    53
Name: W, dtype: int64-7    29
Name: L, dtype: int64","Cleveland, Ohio",22,1
7,DAL,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"7    R. Carlisle (50-32)
Name: Coaches, dtype: object","7    50
Name: W, dtype: int64-7    32
Name: L, dtype: int64","Dallas, Texas",23,1
8,DEN,Denver Nuggets,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,"7    B. Shaw (20-39), M. Hunt (10-13)
Name: Coaches, dtype: object","7    30
Name: W, dtype: int64-7    52
Name: L, dtype: int64","Denver, Colorado","36
  
    (27 NBA & 9 ABA)",0
9,DET,Detroit Pistons,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,"7    S. Van Gundy (32-50)
Name: Coaches, dtype: object","7    32
Name: W, dtype: int64-7    50
Name: L, dtype: int64","Detroit, Michigan",42,3
10,GSW,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"7    S. Kerr (67-15)
Name: Coaches, dtype: object","7    67
Name: W, dtype: int64-7    15
Name: L, dtype: int64","San Francisco, California",35,6
