,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
1,ATL,Atlanta Hawks,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,"0    N. McMillan (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Atlanta, Georgia",47,1
2,BKN,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,"0    S. Nash (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Brooklyn, New York","29
  
    (22 NBA & 7 ABA)",2
3,BOS,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"0    I. Udoka (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Boston, Massachusetts",58,1
4,CHA,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,"0    J. Borrego (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Charlotte, North Carolina",10,0
5,CHI,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"0    B. Donovan (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Chicago, Illinois",35,6
6,CLE,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"0    J. Bickerstaff (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Cleveland, Ohio",22,1
7,DAL,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"0    J. Kidd (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Dallas, Texas",23,1
8,DEN,Denver Nuggets,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,"0    M. Malone (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Denver, Colorado","36
  
    (27 NBA & 9 ABA)",0
9,DET,Detroit Pistons,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,"0    D. Casey (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Detroit, Michigan",42,3
10,GSW,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"0    S. Kerr (2-0)
Name: Coaches, dtype: object","0    2
Name: W, dtype: int64-0    0
Name: L, dtype: int64","San Francisco, California",35,6
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"0    S. Silas (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"0    R. Carlisle (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"0    T. Lue (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"0    F. Vogel (0-1)
Name: Coaches, dtype: object","0    0
Name: W, dtype: int64-0    1
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"0    T. Jenkins (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"0    E. Spoelstra (1-0)
Name: Coaches, dtype: object","0    1
Name: W, dtype: int64-0    0
Name: L, dtype: int64","Miami, Florida",22,3
