,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
1,ATL,Atlanta Hawks,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,"16    M. Woodson (26-56)
Name: Coaches, dtype: object","16    26
Name: W, dtype: int64-16    56
Name: L, dtype: int64","Atlanta, Georgia",47,1
2,BKN,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,"16    L. Frank (49-33)
Name: Coaches, dtype: object","16    49
Name: W, dtype: int64-16    33
Name: L, dtype: int64","Brooklyn, New York","29
  
    (22 NBA & 7 ABA)",2
3,BOS,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"16    D. Rivers (33-49)
Name: Coaches, dtype: object","16    33
Name: W, dtype: int64-16    49
Name: L, dtype: int64","Boston, Massachusetts",58,1
4,CHA,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,"16    B. Bickerstaff (26-56)
Name: Coaches, dtype: object","16    26
Name: W, dtype: int64-16    56
Name: L, dtype: int64","Charlotte, North Carolina",10,0
5,CHI,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"16    S. Skiles (41-41)
Name: Coaches, dtype: object","16    41
Name: W, dtype: int64-16    41
Name: L, dtype: int64","Chicago, Illinois",35,6
6,CLE,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"16    M. Brown (50-32)
Name: Coaches, dtype: object","16    50
Name: W, dtype: int64-16    32
Name: L, dtype: int64","Cleveland, Ohio",22,1
7,DAL,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"16    A. Johnson (60-22)
Name: Coaches, dtype: object","16    60
Name: W, dtype: int64-16    22
Name: L, dtype: int64","Dallas, Texas",23,1
8,DEN,Denver Nuggets,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,"16    G. Karl (44-38)
Name: Coaches, dtype: object","16    44
Name: W, dtype: int64-16    38
Name: L, dtype: int64","Denver, Colorado","36
  
    (27 NBA & 9 ABA)",0
9,DET,Detroit Pistons,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,"16    F. Saunders (64-18)
Name: Coaches, dtype: object","16    64
Name: W, dtype: int64-16    18
Name: L, dtype: int64","Detroit, Michigan",42,3
10,GSW,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"16    M. Montgomery (34-48)
Name: Coaches, dtype: object","16    34
Name: W, dtype: int64-16    48
Name: L, dtype: int64","San Francisco, California",35,6
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"16    J. Van Gundy (34-48)
Name: Coaches, dtype: object","16    34
Name: W, dtype: int64-16    48
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"16    R. Carlisle (41-41)
Name: Coaches, dtype: object","16    41
Name: W, dtype: int64-16    41
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"16    M. Dunleavy (47-35)
Name: Coaches, dtype: object","16    47
Name: W, dtype: int64-16    35
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"16    P. Jackson (45-37)
Name: Coaches, dtype: object","16    45
Name: W, dtype: int64-16    37
Name: L, dtype: int64","Los Angeles, California",62,1
