,Rk,Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
10,11,Martynas Andriuskevicius,C,19,CLE,6,0,1.5,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.5,0.7,0.0,0.3,0.0,0.0,0.2,0.0,9,15.5,.000,.000,.000,13.0,39.8,26.3,0.0,11.9,0.0,0.0,5.1,,0.0,0.0,0.0,.155,,-1.8,7.0,5.2,0.0
11,12,Carmelo Anthony,SF,21,DEN,80,80,36.8,9.5,19.7,.481,0.5,1.9,.243,9.0,17.8,.506,.493,7.2,8.9,.808,1.5,3.4,4.9,2.7,1.1,0.5,2.7,2.9,26.5,2941,22.0,.563,.097,.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,,6.8,2.6,9.4,.153,,3.5,-0.9,2.7,3.5
12,13,Rafael Araujo,C,25,TOR,52,34,11.6,1.0,2.8,.366,0.0,0.0,.000,1.0,2.8,.368,.366,0.3,0.5,.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2.0,2.3,601,4.5,.385,.007,.193,8.4,21.5,14.6,3.7,2.1,0.8,21.1,15.3,,-1.2,0.4,-0.8,-0.066,,-6.7,-1.0,-7.7,-0.9
13,14,Gilbert Arenas,PG,24,WAS,80,80,42.3,9.3,20.9,.447,2.5,6.8,.369,6.8,14.1,.485,.507,8.2,10.0,.820,0.7,2.8,3.5,6.1,2.0,0.3,3.7,3.6,29.3,3384,23.8,.581,.324,.479,2.0,7.8,4.8,27.0,2.5,0.6,12.8,30.5,,11.0,2.6,13.6,.193,,5.4,0.0,5.4,6.3
14,15,Trevor Ariza,SF,20,TOT,57,10,16.2,1.575,3.925,0.41,0.0,0.1,0.14,1.575,3.825,0.41,0.41,1.5,2.275,0.64,1.4,2.475,3.85,0.95,0.9,0.175,1.0,1.5,4.65,572.0,13.4,0.47,0.023,0.585,10.82,18.85,14.9,9.2,2.85,0.72,16.4,17.2,,-0.025,0.6,0.6,0.067,,-1.15,0.65,-0.55,0.175
15,16,Darrell Armstrong,PG,37,DAL,62,2,10.0,0.7,2.1,.336,0.2,0.8,.229,0.5,1.3,.400,.379,0.5,0.7,.786,0.3,1.0,1.3,1.4,0.4,0.0,0.9,1.1,2.1,622,7.3,.444,.375,.328,3.6,12.0,7.8,20.6,2.4,0.4,28.4,15.4,,-0.7,0.7,0.0,.003,,-4.2,0.2,-4.0,-0.3
16,17,Carlos Arroyo,PG-SG,26,TOT,77,0,17.875,2.875,6.1,0.45,0.125,0.35,0.35,2.75,5.75,0.46,0.46,1.75,2.2,0.78,0.375,1.5,1.875,2.975,0.575,0.05,1.2,1.55,7.65,745.5,16.425,0.52,0.054,0.361,2.95,9.9,6.47,29.62,1.73,0.2,15.38,21.38,,1.125,0.65,1.775,0.114,,0.4,-0.425,-0.025,0.375
17,18,Chucky Atkins,PG-SG,31,TOT,71,41,24.45,3.25,8.225,0.4,1.4,3.9,0.36,1.85,4.275,0.43,0.48,1.9,2.4,0.78,0.325,1.4,1.675,2.825,0.625,0.0,1.225,2.15,9.75,1146.75,12.875,0.52,0.48,0.281,1.62,6.8,4.17,20.0,1.38,0.08,11.97,20.2,,1.475,1.0,2.5,0.1,,-0.125,-0.85,-0.925,0.3
18,19,Stacey Augmon,SF,37,ORL,36,3,10.7,0.7,2.0,.342,0.0,0.0,,0.7,2.0,.342,.342,0.6,0.8,.700,0.5,1.0,1.5,0.6,0.3,0.2,0.3,1.1,2.0,385,7.6,.412,.000,.411,5.9,10.9,8.5,9.0,1.7,1.2,11.3,12.0,,0.0,0.3,0.3,.033,,-2.7,0.6,-2.1,0.0
19,20,Vin Baker,C,34,LAC,8,1,10.6,0.9,1.9,.467,0.0,0.0,,0.9,1.9,.467,.467,1.6,2.3,.722,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4,85,11.2,.589,.000,1.200,2.9,22.2,13.0,7.0,2.5,3.5,28.2,17.4,,0.0,0.2,0.1,.072,,-4.9,2.5,-2.4,0.0
20,21,Marcus Banks,PG,24,TOT,58,29,25.525,3.75,7.975,0.46,0.375,1.1,0.35,3.375,6.9,0.48,0.48,2.025,2.5,0.81,0.4,1.875,2.3,3.75,0.925,0.2,2.05,2.775,9.875,1055.5,13.0,0.54,0.149,0.324,1.9,8.45,5.28,24.43,1.88,0.5,18.48,20.48,,0.625,1.025,1.675,0.068,,-1.75,-0.45,-2.25,0.15
21,22,Leandro Barbosa,SG,23,PHO,57,11,27.9,4.8,9.9,.481,1.5,3.4,.444,3.3,6.5,.501,.558,1.9,2.6,.755,0.5,2.1,2.6,2.8,0.8,0.1,1.6,2.5,13.1,1592,15.1,.589,.346,.259,2.2,8.1,5.2,14.4,1.5,0.3,12.3,20.3,,2.6,1.2,3.8,.115,,0.4,-0.5,-0.1,0.8
22,23,Matt Barnes,PF-SF,25,TOT,56,5,12.1,1.375,2.975,0.48,0.075,0.35,0.21,1.275,2.625,0.52,0.5,0.575,0.825,0.7,0.925,1.575,2.5,0.575,0.425,0.075,0.625,1.675,3.35,450.0,10.525,0.53,0.11,0.313,8.95,15.15,12.0,7.62,1.73,0.7,15.75,14.55,,0.4,0.325,0.75,0.061,,-2.875,0.1,-2.75,-0.15
23,24,Andre Barrett,PG,23,TOT,19,0,14.025,1.925,5.1,0.38,0.075,0.7,0.11,1.8,4.375,0.42,0.39,0.7,0.775,0.77,0.5,0.85,1.35,2.375,0.425,0.0,0.725,0.65,4.575,206.25,11.85,0.43,0.137,0.182,4.08,7.75,5.93,26.15,1.48,0.0,11.8,20.25,,-0.125,0.0,-0.125,0.008,,-1.25,-2.05,-3.275,-0.075
24,25,Earl Barron,C,24,MIA,8,0,5.6,0.6,2.0,.313,0.0,0.0,,0.6,2.0,.313,.313,0.4,0.5,.750,0.3,1.0,1.3,0.0,0.0,0.0,0.6,1.3,1.6,45,-2.8,.366,.000,.250,5.5,20.1,13.1,0.0,0.0,0.0,22.0,23.4,,-0.2,0.0,-0.2,-0.167,,-13.4,-4.3,-17.7,-0.2
25,26,Brent Barry,SG,34,SAS,74,5,17.0,2.1,4.7,.452,1.1,2.7,.396,1.0,1.9,.531,.568,0.5,0.8,.661,0.4,1.8,2.1,1.7,0.5,0.4,0.7,1.3,5.8,1259,14.8,.581,.586,.171,2.8,11.9,7.5,15.5,1.7,1.5,12.3,16.0,,2.1,2.2,4.3,.162,,1.4,2.0,3.4,1.7
26,27,Jon Barry,SG,36,HOU,20,0,17.1,1.3,3.3,.385,0.6,1.6,.375,0.7,1.7,.394,.477,1.2,1.5,.828,0.1,1.5,1.6,1.3,0.7,0.1,1.1,1.3,4.3,342,8.5,.553,.492,.446,0.3,10.1,5.3,12.5,2.1,0.2,22.1,13.9,,0.0,0.4,0.4,.055,,-3.0,1.5,-1.5,0.0
27,28,Eddie Basden,SF,22,CHI,19,0,7.4,0.8,1.9,.405,0.1,0.4,.143,0.7,1.6,.467,.419,0.4,0.5,.800,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1,141,10.3,.471,.189,.270,5.7,17.0,11.4,8.8,3.3,1.1,17.9,16.1,,-0.1,0.3,0.2,.065,,-3.9,3.2,-0.6,0.0
28,29,Brandon Bass,PF,20,NOK,29,1,9.2,1.0,2.4,.400,0.0,0.0,,1.0,2.4,.400,.400,0.4,0.7,.632,0.6,1.7,2.3,0.1,0.1,0.2,0.4,0.6,2.3,268,9.1,.434,.000,.271,7.8,22.8,15.1,1.8,0.6,2.2,12.3,15.6,,-0.2,0.3,0.1,.013,,-3.6,-1.4,-5.0,-0.2
29,30,Esteban Batista,PF,22,ATL,57,3,8.7,0.6,1.4,.425,0.0,0.0,.000,0.6,1.4,.430,.425,0.6,0.9,.623,1.1,1.5,2.5,0.1,0.3,0.2,0.7,1.9,1.8,495,7.1,.489,.013,.663,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13.0,,-0.2,0.3,0.1,.011,,-6.2,-1.7,-7.9,-0.7
30,31,Tony Battie,C,29,ORL,82,82,27.0,3.4,6.7,.507,0.0,0.1,.000,3.4,6.7,.513,.507,1.1,1.6,.664,1.8,3.8,5.6,0.6,0.6,0.8,1.1,3.0,7.9,2215,12.2,.531,.011,.243,8.3,16.9,12.7,3.7,1.1,2.5,12.6,14.9,,1.7,2.2,3.8,.083,,-1.7,0.0,-1.8,0.1
31,32,Shane Battier,SF,27,MEM,81,81,35.0,3.7,7.7,.488,0.8,2.0,.394,2.9,5.6,.522,.540,1.8,2.6,.707,2.0,3.3,5.3,1.7,1.1,1.4,1.1,2.8,10.1,2839,14.7,.574,.266,.335,7.1,11.2,9.2,8.2,1.8,3.2,11.2,13.7,,4.6,4.5,9.1,.153,,0.8,1.8,2.6,3.3
32,33,Lonny Baxter,C-PF,27,TOT,41,0,8.8,0.975,2.3,0.41,0.0,0.0,,0.975,2.3,0.41,0.41,0.7,0.875,0.78,0.9,1.65,2.55,0.1,0.225,0.175,0.475,1.075,2.625,229.75,10.85,0.48,0.0,0.4,10.53,23.6,16.7,2.05,1.25,1.25,14.65,16.6,,0.025,0.325,0.35,0.058,,-3.725,-1.0,-4.775,-0.125
33,34,Charlie Bell,SG,26,MIL,59,6,21.7,3.1,6.9,.439,1.2,2.8,.423,1.8,4.1,.450,.526,1.1,1.5,.708,0.4,1.7,2.0,2.2,1.0,0.1,0.7,2.1,8.4,1283,14.7,.550,.410,.217,1.9,9.3,5.6,16.6,2.4,0.3,8.4,17.5,,2.2,1.1,3.3,.123,,0.1,0.8,1.0,0.9
34,35,Raja Bell,SG,29,PHO,79,79,37.5,5.4,11.8,.457,2.5,5.6,.442,2.9,6.1,.471,.563,1.5,1.8,.788,0.6,2.6,3.2,2.6,1.0,0.3,1.1,3.1,14.7,2959,12.9,.584,.480,.157,1.7,7.7,4.7,9.8,1.3,0.5,8.2,16.4,,4.7,2.1,6.8,.110,,0.2,0.1,0.2,1.6
35,36,Jonathan Bender,SF,25,IND,2,0,10.5,2.0,2.5,.800,0.0,0.0,,2.0,2.5,.800,.800,1.0,1.0,1.000,0.0,2.0,2.0,1.0,0.0,0.5,0.0,1.0,5.0,21,26.4,.850,.000,.400,0.0,21.3,11.0,18.5,0.0,3.5,0.0,13.0,,0.1,0.0,0.2,.359,,5.9,3.9,9.8,0.1
36,37,Mike Bibby,PG,27,SAC,82,82,38.6,7.3,16.9,.432,2.3,6.1,.386,4.9,10.8,.458,.501,4.2,4.9,.849,0.4,2.6,2.9,5.4,1.0,0.1,2.4,2.1,21.1,3167,17.9,.554,.360,.292,1.1,7.7,4.4,25.2,1.4,0.2,11.3,25.4,,6.0,2.4,8.4,.127,,2.7,-1.2,1.5,2.8
37,38,Andris Biedrins,C,19,GSW,68,2,14.7,1.7,2.7,.638,0.0,0.0,,1.7,2.7,.638,.638,0.3,1.1,.306,1.8,2.3,4.2,0.4,0.3,0.7,0.5,2.8,3.8,1000,13.6,.595,.000,.389,13.5,18.2,15.8,3.9,1.2,3.5,13.6,11.2,,1.6,1.3,2.9,.137,,-2.3,0.6,-1.6,0.1
38,39,Chauncey Billups,PG,29,DET,81,81,36.1,5.2,12.5,.418,2.3,5.2,.433,3.0,7.2,.407,.509,5.7,6.4,.894,0.5,2.6,3.1,8.6,0.9,0.1,2.1,2.0,18.5,2925,23.4,.602,.420,.514,1.6,8.7,5.1,39.3,1.3,0.2,12.0,22.9,,12.7,2.8,15.5,.254,,6.2,0.1,6.2,6.1
39,40,Steve Blake,PG,25,POR,68,57,26.2,3.0,6.9,.438,1.1,2.7,.413,1.9,4.2,.455,.519,1.1,1.3,.791,0.4,1.8,2.1,4.5,0.6,0.1,1.2,1.6,8.2,1781,14.5,.549,.391,.194,1.7,8.2,4.9,29.0,1.3,0.2,14.0,15.8,,3.0,-0.2,2.8,.076,,1.0,-2.0,-1.0,0.4
40,41,Andray Blatche,PF,19,WAS,29,0,6.0,0.9,2.3,.388,0.1,0.4,.231,0.8,1.9,.426,.410,0.3,0.4,.833,0.4,0.9,1.3,0.3,0.2,0.2,0.4,1.2,2.2,175,10.1,.450,.194,.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,,-0.1,0.2,0.1,.026,,-4.9,-0.1,-5.0,-0.1
41,42,Mark Blount,C,30,TOT,81,55,27.625,4.55,8.9,0.51,0.0,0.0,,4.55,8.9,0.51,0.51,2.0,2.65,0.75,1.225,3.325,4.575,1.125,0.525,0.95,2.275,3.2,11.025,1409.25,12.075,0.55,0.0,0.293,5.58,14.25,9.97,7.15,1.02,2.58,18.02,20.9,,-0.225,1.5,1.225,0.043,,-2.9,-0.475,-3.325,-0.475
42,43,Keith Bogans,SG-SF,25,TOT,72,31,28.175,3.025,7.65,0.4,0.925,2.875,0.32,2.1,4.775,0.44,0.45,1.675,2.575,0.65,0.775,3.05,3.8,2.0,1.0,0.15,1.35,2.425,8.575,1222.0,10.425,0.49,0.376,0.335,3.2,12.57,7.85,11.62,1.9,0.42,13.07,16.85,,0.125,1.325,1.475,0.057,,-1.975,0.575,-1.4,0.175
43,44,Andrew Bogut,PF,21,MIL,82,77,28.6,3.9,7.4,.533,0.0,0.0,.000,3.9,7.4,.536,.533,1.5,2.4,.629,2.3,4.7,7.0,2.3,0.6,0.8,1.5,3.2,9.4,2348,15.2,.555,.005,.320,9.4,19.8,14.5,13.4,1.1,2.3,15.3,15.9,,3.1,2.4,5.5,.113,,-0.3,0.7,0.4,1.4
44,45,Matt Bonner,PF,25,TOR,78,6,21.9,2.7,6.0,.448,1.3,3.1,.420,1.4,2.9,.478,.557,0.8,1.0,.829,1.1,2.5,3.6,0.7,0.6,0.4,0.4,2.8,7.5,1710,13.7,.582,.520,.163,5.9,14.8,10.2,5.2,1.5,1.4,6.0,14.4,,3.5,0.5,4.1,.114,,1.3,-0.6,0.7,1.2
45,46,Calvin Booth,C,29,WAS,33,2,7.6,0.6,1.4,.426,0.0,0.1,.500,0.6,1.4,.422,.436,0.2,0.3,.556,0.6,1.0,1.6,0.4,0.3,0.3,0.2,1.3,1.4,250,8.9,.451,.043,.191,8.6,15.8,12.1,7.2,1.9,2.8,13.6,10.5,,0.1,0.3,0.4,.070,,-3.7,1.3,-2.3,0.0
46,47,Carlos Boozer,PF,24,UTA,33,19,31.1,6.6,12.1,.549,0.0,0.0,,6.6,12.1,.549,.549,3.0,4.2,.723,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,1025,21.4,.585,.000,.343,8.6,25.3,16.9,18.0,1.6,0.6,13.1,23.9,,2.2,1.3,3.5,.162,,2.4,-0.3,2.1,1.1
47,48,Chris Bosh*,C,21,TOR,70,70,39.3,7.8,15.5,.505,0.0,0.2,.000,7.8,15.3,.511,.505,6.8,8.3,.816,2.9,6.3,9.2,2.6,0.7,1.1,2.2,3.0,22.5,2751,23.2,.585,.012,.534,8.7,20.6,14.4,11.8,1.0,2.3,10.5,25.2,,8.7,1.1,9.8,.170,,3.9,-1.0,2.9,3.4
48,49,Bruce Bowen,SF,34,SAS,82,82,33.6,2.8,6.5,.433,1.3,3.0,.424,1.6,3.5,.440,.530,0.6,1.0,.607,0.4,3.5,3.9,1.5,1.0,0.4,0.8,2.3,7.5,2755,9.1,.540,.457,.157,1.5,11.9,6.9,6.8,1.6,0.8,10.5,11.1,,1.7,4.5,6.2,.108,,-1.8,2.0,0.3,1.6
49,50,Ryan Bowen,SF,30,HOU,68,19,9.6,0.5,1.8,.298,0.0,0.3,.136,0.5,1.5,.333,.310,0.2,0.2,.786,0.5,0.8,1.3,0.4,0.3,0.1,0.2,1.3,1.3,652,4.0,.338,.177,.113,5.7,10.1,7.9,5.9,1.8,0.8,9.1,10.5,,-0.6,0.8,0.2,.012,,-5.8,0.7,-5.1,-0.5
50,51,Earl Boykins,PG,29,DEN,60,0,25.7,4.5,11.0,.410,1.0,3.0,.346,3.5,8.0,.434,.457,2.5,2.9,.874,0.4,1.0,1.4,3.8,0.8,0.1,1.4,1.2,12.6,1542,15.7,.513,.271,.263,1.6,4.5,3.1,25.0,1.6,0.2,10.1,23.8,,2.0,0.9,2.9,.090,,1.3,-1.3,0.0,0.7
51,52,Michael Bradley,PF,26,PHI,46,1,8.0,0.7,1.7,.405,0.0,0.1,.200,0.7,1.6,.419,.411,0.0,0.1,.667,0.9,1.5,2.3,0.4,0.1,0.2,0.4,0.8,1.5,367,8.4,.417,.063,.038,12.7,21.4,17.1,6.9,0.7,1.4,19.1,12.3,,-0.2,0.3,0.1,.019,,-3.2,-1.4,-4.6,-0.2
52,53,Elton Brand,PF,26,LAC,79,79,39.2,9.6,18.2,.527,0.0,0.0,.333,9.6,18.1,.527,.527,5.6,7.2,.775,3.0,7.0,10.0,2.6,1.0,2.5,2.2,2.9,24.7,3099,26.5,.580,.002,.396,9.3,19.9,14.8,13.1,1.4,4.9,9.3,27.7,,9.3,5.5,14.8,.229,,5.1,1.6,6.7,6.8
53,54,Primoz Brezec,C,26,CHA,79,79,27.4,5.2,10.0,.517,0.0,0.0,.000,5.2,10.0,.518,.517,2.1,2.8,.732,2.3,3.3,5.6,0.6,0.2,0.4,1.1,2.9,12.4,2165,15.3,.552,.003,.283,9.1,14.8,11.8,3.7,0.5,1.1,8.7,20.0,,3.4,1.2,4.6,.102,,-0.4,-2.0,-2.4,-0.2
54,55,Devin Brown,SG,27,UTA,81,14,21.1,2.6,6.5,.393,0.5,1.5,.331,2.1,5.0,.411,.430,2.0,2.6,.745,0.9,1.7,2.6,1.3,0.5,0.2,1.2,1.9,7.5,1711,10.3,.493,.224,.402,5.1,9.6,7.3,10.7,1.4,0.7,13.8,19.5,,0.4,1.1,1.4,.041,,-2.1,-1.3,-3.3,-0.6
55,56,Kwame Brown,C,23,LAL,72,49,27.5,2.8,5.4,.526,0.0,0.0,.000,2.8,5.4,.527,.526,1.8,3.3,.545,2.5,4.0,6.6,1.0,0.4,0.6,1.4,2.7,7.4,1978,11.7,.545,.003,.606,10.8,17.3,14.1,5.6,0.7,1.8,16.9,13.6,,1.7,1.9,3.6,.088,,-1.7,-0.8,-2.5,-0.3
56,57,PJ Brown,C,36,NOK,75,73,31.7,3.6,7.8,.461,0.0,0.0,,3.6,7.8,.461,.461,1.9,2.2,.827,2.4,4.9,7.3,1.2,0.6,0.7,1.2,2.9,9.0,2380,12.7,.515,.000,.288,8.9,18.8,13.7,6.3,1.0,1.7,12.0,14.7,,2.1,2.3,4.4,.088,,-1.3,-0.2,-1.5,0.3
57,58,Rick Brunson,PG,33,TOT,27,0,8.875,0.875,2.0,0.43,0.15,0.45,0.3,0.725,1.575,0.44,0.47,0.225,0.35,,0.0,0.725,0.775,1.15,0.225,0.0,0.8,0.725,2.075,176.75,6.575,0.48,0.222,0.186,0.42,9.55,5.05,21.07,1.45,0.28,27.1,15.68,,-0.3,0.2,-0.075,-0.031,,-4.7,-0.85,-5.55,-0.15
58,59,Kobe Bryant*,SG,27,LAL,80,80,41.0,12.2,27.2,.450,2.3,6.5,.347,10.0,20.7,.482,.491,8.7,10.2,.850,0.9,4.4,5.3,4.5,1.8,0.4,3.1,2.9,35.4,3277,28.0,.559,.238,.377,2.6,12.7,7.6,24.1,2.4,0.7,9.0,38.7,,11.6,3.7,15.3,.224,,7.4,0.2,7.6,8.0
59,60,Greg Buckner,SG,29,DEN,73,27,24.1,2.5,5.7,.434,1.2,3.3,.354,1.3,2.4,.546,.537,0.6,0.8,.782,0.4,2.4,2.9,1.7,1.2,0.3,0.7,2.5,6.7,1758,11.4,.556,.583,.132,2.1,11.7,6.9,10.8,2.5,0.9,10.5,12.6,,1.7,2.0,3.8,.103,,-1.2,1.7,0.5,1.1
60,61,Pat Burke,C,32,PHO,42,0,8.2,1.5,3.0,.496,0.0,0.2,.286,1.5,2.9,.508,.504,0.3,0.5,.619,0.5,1.2,1.7,0.4,0.1,0.3,0.8,1.5,3.4,346,9.9,.517,.055,.165,6.9,16.3,11.7,6.8,0.9,2.6,19.5,21.9,,-0.3,0.4,0.1,.009,,-6.1,-0.1,-6.2,-0.4
61,62,Antonio Burks,PG,25,MEM,57,1,10.0,0.9,2.5,.354,0.0,0.1,.167,0.9,2.4,.362,.358,0.2,0.4,.435,0.1,0.6,0.6,1.3,0.4,0.0,0.6,0.8,2.0,570,5.1,.367,.042,.160,0.9,7.0,3.9,22.1,2.0,0.0,18.9,16.2,,-1.1,0.7,-0.4,-0.033,,-6.4,-0.4,-6.8,-0.7
62,63,Kevin Burleson,PG,26,CHA,39,1,8.7,0.6,2.3,.250,0.3,1.4,.185,0.3,0.9,.353,.307,0.4,0.4,.941,0.1,0.6,0.7,1.2,0.7,0.1,0.6,1.6,1.8,340,5.1,.367,.614,.193,1.3,8.0,4.4,20.8,3.9,0.5,20.8,15.7,,-0.6,0.4,-0.2,-0.032,,-7.8,1.6,-6.2,-0.4
63,64,Caron Butler,SF,25,WAS,75,54,36.1,6.6,14.5,.455,0.5,1.6,.342,6.0,12.9,.469,.474,3.9,4.4,.870,1.5,4.7,6.2,2.5,1.7,0.2,2.3,3.2,17.6,2708,17.0,.535,.110,.306,4.8,15.6,10.0,12.1,2.4,0.5,12.4,23.2,,3.5,2.8,6.3,.112,,0.4,0.1,0.6,1.7
64,65,Jackie Butler,C,20,NYK,55,0,13.5,2.1,3.9,.544,0.0,0.0,,2.1,3.9,.544,.544,1.1,1.4,.753,1.2,2.1,3.3,0.5,0.3,0.6,1.1,2.3,5.3,740,14.8,.587,.000,.358,10.9,19.3,15.0,6.1,1.2,3.4,19.9,19.0,,0.7,0.6,1.2,.078,,-2.0,-0.8,-2.8,-0.2
65,66,Rasual Butler,SF,26,NOK,79,20,23.7,3.3,8.0,.406,1.2,3.1,.380,2.1,4.9,.422,.479,1.0,1.4,.693,0.6,2.3,2.9,0.5,0.4,0.6,0.8,1.8,8.7,1875,10.8,.501,.382,.180,3.2,11.8,7.4,3.7,0.9,2.0,8.7,18.6,,0.4,1.3,1.7,.045,,-0.9,-1.1,-2.0,0.0
66,67,Andrew Bynum,C,18,LAL,46,0,7.3,0.7,1.8,.402,0.0,0.0,,0.7,1.8,.402,.402,0.2,0.6,.296,0.7,1.0,1.7,0.2,0.1,0.5,0.4,1.2,1.6,338,7.4,.394,.000,.329,11.9,16.0,13.9,4.1,0.6,5.0,15.3,15.0,,-0.4,0.4,0.1,.007,,-6.1,-0.8,-6.9,-0.4
67,68,Will Bynum,PG,23,GSW,15,0,10.8,1.4,3.5,.404,0.1,0.6,.222,1.3,2.9,.442,.423,0.7,1.1,.625,0.2,0.6,0.8,1.3,0.5,0.0,0.9,0.7,3.6,162,8.7,.457,.173,.308,2.0,6.3,4.1,19.2,2.2,0.0,19.2,20.1,,-0.2,0.1,-0.1,-0.021,,-4.5,-0.5,-5.0,-0.1
