,Abbreviations,Names,Image,Coach,Record,Loc,Playoff_App,Championships
1,ATL,Atlanta Hawks,https://cdn.nba.com/logos/nba/1610612737/primary/L/logo.svg,"3    L. Pierce (29-53)
Name: Coaches, dtype: object","3    29
Name: W, dtype: int64-3    53
Name: L, dtype: int64","Atlanta, Georgia",47,1
2,BKN,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,"3    K. Atkinson (42-40)
Name: Coaches, dtype: object","3    42
Name: W, dtype: int64-3    40
Name: L, dtype: int64","Brooklyn, New York","29
  
    (22 NBA & 7 ABA)",2
3,BOS,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,"3    B. Stevens (49-33)
Name: Coaches, dtype: object","3    49
Name: W, dtype: int64-3    33
Name: L, dtype: int64","Boston, Massachusetts",58,1
4,CHA,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,"3    J. Borrego (39-43)
Name: Coaches, dtype: object","3    39
Name: W, dtype: int64-3    43
Name: L, dtype: int64","Charlotte, North Carolina",10,0
5,CHI,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,"3    F. Hoiberg (5-19), J. Boylen (17-41)
Name: Coaches, dtype: object","3    22
Name: W, dtype: int64-3    60
Name: L, dtype: int64","Chicago, Illinois",35,6
6,CLE,Cleveland Cavaliers,https://cdn.nba.com/logos/nba/1610612739/primary/L/logo.svg,"3    T. Lue (0-6), L. Drew (19-57)
Name: Coaches, dtype: object","3    19
Name: W, dtype: int64-3    63
Name: L, dtype: int64","Cleveland, Ohio",22,1
7,DAL,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,"3    R. Carlisle (33-49)
Name: Coaches, dtype: object","3    33
Name: W, dtype: int64-3    49
Name: L, dtype: int64","Dallas, Texas",23,1
8,DEN,Denver Nuggets,https://cdn.nba.com/logos/nba/1610612743/primary/L/logo.svg,"3    M. Malone (54-28)
Name: Coaches, dtype: object","3    54
Name: W, dtype: int64-3    28
Name: L, dtype: int64","Denver, Colorado","36
  
    (27 NBA & 9 ABA)",0
9,DET,Detroit Pistons,https://cdn.nba.com/logos/nba/1610612765/primary/L/logo.svg,"3    D. Casey (41-41)
Name: Coaches, dtype: object","3    41
Name: W, dtype: int64-3    41
Name: L, dtype: int64","Detroit, Michigan",42,3
10,GSW,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,"3    S. Kerr (57-25)
Name: Coaches, dtype: object","3    57
Name: W, dtype: int64-3    25
Name: L, dtype: int64","San Francisco, California",35,6
11,HOU,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,"3    M. D'Antoni (53-29)
Name: Coaches, dtype: object","3    53
Name: W, dtype: int64-3    29
Name: L, dtype: int64","Houston, Texas",34,2
12,IND,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,"3    N. McMillan (48-34)
Name: Coaches, dtype: object","3    48
Name: W, dtype: int64-3    34
Name: L, dtype: int64","Indianapolis, Indiana","36
  
    (27 NBA & 9 ABA)",3
13,LAC,Los Angeles Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,"3    D. Rivers (48-34)
Name: Coaches, dtype: object","3    48
Name: W, dtype: int64-3    34
Name: L, dtype: int64","Los Angeles, California",16,0
14,LAL,Los Angeles Lakers,https://cdn.nba.com/logos/nba/1610612747/primary/L/logo.svg,"3    L. Walton (37-45)
Name: Coaches, dtype: object","3    37
Name: W, dtype: int64-3    45
Name: L, dtype: int64","Los Angeles, California",62,1
15,MEM,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,"3    J. Bickerstaff (33-49)
Name: Coaches, dtype: object","3    33
Name: W, dtype: int64-3    49
Name: L, dtype: int64","Memphis, Tennessee",11,0
16,MIA,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,"3    E. Spoelstra (39-43)
Name: Coaches, dtype: object","3    39
Name: W, dtype: int64-3    43
Name: L, dtype: int64","Miami, Florida",22,3
17,MIL,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,"3    M. Budenholzer (60-22)
Name: Coaches, dtype: object","3    60
Name: W, dtype: int64-3    22
Name: L, dtype: int64","Milwaukee, Wisconsin",33,2
18,MIN,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,"3    T. Thibodeau (19-21), R. Saunders (17-25)
Name: Coaches, dtype: object","3    36
Name: W, dtype: int64-3    46
Name: L, dtype: int64","Minneapolis, Minnesota",9,0
19,NOP,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,"3    A. Gentry (33-49)
Name: Coaches, dtype: object","3    33
Name: W, dtype: int64-3    49
Name: L, dtype: int64","New Orleans, Louisiana",7,0
20,NYK,New York Knicks,https://cdn.nba.com/logos/nba/1610612752/primary/L/logo.svg,"3    D. Fizdale (17-65)
Name: Coaches, dtype: object","3    17
Name: W, dtype: int64-3    65
Name: L, dtype: int64","New York, New York",43,2
21,OKC,Oklahoma City Thunder,https://cdn.nba.com/logos/nba/1610612760/primary/L/logo.svg,"3    B. Donovan (49-33)
Name: Coaches, dtype: object","3    49
Name: W, dtype: int64-3    33
Name: L, dtype: int64","Oklahoma City, Oklahoma",32,1
22,ORL,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,"3    S. Clifford (42-40)
Name: Coaches, dtype: object","3    42
Name: W, dtype: int64-3    40
Name: L, dtype: int64","Orlando, Florida",16,0
23,PHI,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,"3    B. Brown (51-31)
Name: Coaches, dtype: object","3    51
Name: W, dtype: int64-3    31
Name: L, dtype: int64","Philadelphia, Pennsylvania",51,3
24,PHX,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,"3    I. Kokoskov (19-63)
Name: Coaches, dtype: object","3    19
Name: W, dtype: int64-3    63
Name: L, dtype: int64","Phoenix, Arizona",30,0
25,POR,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,"3    T. Stotts (53-29)
Name: Coaches, dtype: object","3    53
Name: W, dtype: int64-3    29
Name: L, dtype: int64","Portland, Oregon",37,1
26,SAC,Sacramento Kings,https://cdn.nba.com/logos/nba/1610612758/primary/L/logo.svg,"3    D. Joerger (39-43)
Name: Coaches, dtype: object","3    39
Name: W, dtype: int64-3    43
Name: L, dtype: int64","Sacramento, California",29,1
27,SAS,San Antonio Spurs,https://cdn.nba.com/logos/nba/1610612759/primary/L/logo.svg,"3    G. Popovich (48-34)
Name: Coaches, dtype: object","3    48
Name: W, dtype: int64-3    34
Name: L, dtype: int64","San Antonio, Texas","47
  
    (39 NBA & 8 ABA)",5
28,TOR,Toronto Raptors,https://cdn.nba.com/logos/nba/1610612761/primary/L/logo.svg,"3    N. Nurse (58-24)
Name: Coaches, dtype: object","3    58
Name: W, dtype: int64-3    24
Name: L, dtype: int64","Toronto, Canada",12,1
29,UTA,Utah Jazz,https://cdn.nba.com/logos/nba/1610612762/primary/L/logo.svg,"3    Q. Snyder (50-32)
Name: Coaches, dtype: object","3    50
Name: W, dtype: int64-3    32
Name: L, dtype: int64","Salt Lake City, Utah",30,0
30,WAS,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,"3    S. Brooks (32-50)
Name: Coaches, dtype: object","3    32
Name: W, dtype: int64-3    50
Name: L, dtype: int64","Washington, District of Columbia",30,1
